Project ID,Project Name,Project Type,Implementing Agency,State,District,Land Area (ha),Affected Families,Notification Date,Expected Completion,Actual Completion,Current Stage,Delayed (Y/N),Delay (days),Compensation Sanctioned,Compensation Disbursed,Open Disputes,R&R Progress %,Stakeholder Updates (90d),Legal Dispute Count
SYN0586,Dam & Reservoir Project 586,irrigation,Central Water Commission,Andhra Pradesh,Vishakhapatnam,239.2,325,2020-11-24,2025-05-02,2027-02-14,completed,Y,653,185078003,159648285,1,70.9,1,2
SYN0587,BRTS Corridor Raigad-587,urban,JNURM,Maharashtra,Raigad,31.6,123,2019-12-11,2021-07-03,,completed,,,7804575,1859830,0,71.2,7,0
SYN0588,State Highway Widening Sagar Sec 588,highway,NHAI,Madhya Pradesh,Sagar,17.1,343,2018-03-24,2020-03-13,,completed,,,10425650,2605370,0,65.8,4,0
SYN0589,Irrigation Canal Nalgonda 589,irrigation,State Irrigation Dept,Telangana,Nalgonda,71.9,298,2023-08-13,2025-10-01,,completed,,,137375559,39550423,1,100.0,5,1
SYN0590,Industrial Corridor Phase 590,industrial,KIADB,Uttar Pradesh,Agra,20.9,446,2023-11-04,2025-04-27,2025-04-25,completed,N,0,149470299,112924811,0,47.6,7,0
SYN0591,Canal Network Expansion 591,irrigation,State PWD,Madhya Pradesh,Jabalpur,243.5,489,2022-06-12,2027-02-16,,legal_resolution,,,78343054,44874901,3,11.4,2,3
SYN0592,NH Extension Package 592,highway,NHAI,Andhra Pradesh,East Godavari,52.9,213,2022-09-11,2023-09-06,2023-08-07,completed,N,0,46770004,37083936,0,79.6,6,6
SYN0593,Urban Flyover Alwar 593,urban,JNURM,Rajasthan,Alwar,14.6,27,2022-12-04,2024-06-26,2025-01-02,completed,Y,190,24048569,12954964,1,50.5,2,3
SYN0594,Manufacturing Hub 594 Bangalore Urban,industrial,MIDC,Karnataka,Bangalore Urban,94.9,428,2018-10-20,2019-11-14,2019-11-20,completed,Y,6,229541596,148054329,0,49.8,0,0
SYN0595,Bypass Road Project 595 (Allahabad),highway,State PWD,Uttar Pradesh,Allahabad,31.6,341,2020-04-01,2021-04-26,2022-02-10,completed,Y,290,111998918,46132354,1,52.9,2,2
SYN0596,NH Extension Package 596,highway,NHAI,Gujarat,Junagadh,111.0,151,2021-02-20,2023-01-11,2023-01-04,completed,N,0,64894495,57334286,0,54.8,6,0
SYN0597,Irrigation Canal Khammam 597,irrigation,State PWD,Telangana,Khammam,186.7,290,2018-03-15,2020-08-01,2022-07-26,completed,Y,724,82574637,25061402,0,30.6,1,0
SYN0598,Ring Road Project 598,urban,NMMC,Uttar Pradesh,Ghaziabad,33.4,154,2021-12-10,2023-03-05,,completed,,,35291600,6419542,0,80.2,4,0
SYN0599,Ring Road Project 599,urban,HMDA,Madhya Pradesh,Ujjain,19.9,56,2019-09-08,2020-11-01,,completed,,,27334998,546700,0,91.3,2,0
SYN0600,Bypass Road Project 600 (Medak),highway,State PWD,Telangana,Medak,12.1,225,2020-02-02,2021-09-24,,completed,,,11440255,3160942,0,91.2,5,0
SYN0601,Lift Irrigation Scheme Jaipur-601,irrigation,Central Water Commission,Rajasthan,Jaipur,245.9,645,2018-10-25,2022-01-07,,completed,,,10332302,2255542,3,61.3,8,3
SYN0602,Rail Electrification Project Warangal-602,railway,RVNL,Telangana,Warangal,96.3,581,2023-11-10,2027-07-22,,rehabilitation,,,288488452,144244226,1,91.6,3,1
SYN0603,4-Lane Highway Medak-603,highway,MORTH,Telangana,Medak,14.2,170,2018-04-25,2020-09-11,2021-07-11,completed,Y,303,118451812,70040556,0,29.6,1,1
SYN0604,Canal Network Expansion 604,irrigation,State PWD,Karnataka,Mangaluru,196.8,609,2021-01-15,2022-07-09,2022-07-10,completed,Y,1,188072680,80871252,5,82.1,0,7
SYN0605,Rail Electrification Project Ajmer-605,railway,DFCCIL,Rajasthan,Ajmer,28.9,167,2019-04-21,2021-03-11,2021-08-05,completed,Y,147,156948564,47257213,0,61.4,0,1
SYN0606,BRTS Corridor Ajmer-606,urban,HMDA,Rajasthan,Ajmer,26.3,48,2022-12-02,2024-06-24,2025-03-27,completed,Y,276,35949959,7092927,0,81.9,0,0
SYN0607,Lift Irrigation Scheme Udaipur-607,irrigation,State PWD,Rajasthan,Udaipur,283.6,341,2022-06-11,2026-01-21,,completed,,,36261000,21129285,0,91.6,6,0
SYN0608,4-Lane Highway Allahabad-608,highway,MORTH,Uttar Pradesh,Allahabad,51.9,362,2019-07-27,2022-01-12,2022-04-17,completed,Y,95,140650091,73334957,2,78.4,2,2
SYN0609,Irrigation Canal Junagadh 609,irrigation,Central Water Commission,Gujarat,Junagadh,163.3,364,2024-09-26,2026-06-18,2026-06-09,completed,N,0,182658557,142108357,0,100.0,4,1
SYN0610,State Highway Widening Mysuru Sec 610,highway,MORTH,Karnataka,Mysuru,18.4,215,2021-12-14,2023-11-04,2023-10-21,completed,N,0,119014101,108124311,0,100.0,3,1
SYN0611,Ring Road Project 611,urban,JNURM,Uttar Pradesh,Bareilly,21.6,149,2022-05-26,2023-07-20,2023-06-30,completed,N,0,88736918,80235921,0,90.9,5,0
SYN0612,Bypass Road Project 612 (West Godavari),highway,State PWD,Andhra Pradesh,West Godavari,28.4,67,2023-02-05,2024-03-01,,completed,,,130697598,69714099,0,66.1,4,0
SYN0613,4-Lane Highway Meerut-613,highway,NHAI,Uttar Pradesh,Meerut,18.1,211,2024-06-19,2027-01-05,2026-12-16,completed,N,0,70214289,65327374,0,71.3,5,4
SYN0614,Industrial Corridor Phase 614,industrial,KIADB,Maharashtra,Raigad,88.3,274,2019-01-19,2021-07-07,2021-06-29,completed,N,0,379011878,364874735,0,89.2,4,1
SYN0615,Bypass Road Project 615 (Gandhinagar),highway,State PWD,Gujarat,Gandhinagar,118.8,137,2020-03-05,2021-03-30,,completed,,,45347153,15635698,2,73.1,4,2
SYN0616,Bypass Road Project 616 (Anantapur),highway,State PWD,Andhra Pradesh,Anantapur,76.7,84,2021-04-06,2022-12-27,,completed,,,101632874,31973702,0,89.9,8,0
SYN0617,Irrigation Canal Pune 617,irrigation,Central Water Commission,Maharashtra,Pune,22.3,248,2022-09-26,2025-03-14,2025-03-01,completed,N,0,147757437,96884551,0,78.3,4,2
SYN0618,Metro Extension 618 East Godavari,urban,BBMP,Andhra Pradesh,East Godavari,7.6,110,2020-02-28,2021-02-22,,completed,,,75706366,19698796,2,87.8,3,2
SYN0619,Irrigation Canal Sikar 619,irrigation,Central Water Commission,Rajasthan,Sikar,105.5,611,2023-12-11,2025-08-02,2025-08-01,completed,N,0,190090596,155342035,0,73.9,6,8
SYN0620,Rail Electrification Project Kanpur-620,railway,DFCCIL,Uttar Pradesh,Kanpur,55.7,140,2019-08-27,2021-07-17,,completed,,,258575471,64643868,0,80.8,2,0
SYN0621,Rail Electrification Project Varanasi-621,railway,Indian Railways,Uttar Pradesh,Varanasi,82.8,593,2023-05-20,2025-11-05,2026-08-18,completed,Y,286,97029166,48592206,0,71.5,1,0
SYN0622,Manufacturing Hub 622 Botad,industrial,RIICO,Gujarat,Botad,157.5,264,2020-02-08,2021-05-03,,completed,,,143650878,30324700,3,75.7,5,3
SYN0623,Ring Road Project 623,urban,BBMP,Andhra Pradesh,Chittoor,35.0,27,2024-08-27,2026-06-18,,completed,,,53211303,24040867,1,65.3,2,1
SYN0624,Lift Irrigation Scheme Mangaluru-624,irrigation,Central Water Commission,Karnataka,Mangaluru,30.6,537,2021-07-26,2025-05-06,2026-08-03,completed,Y,454,164612294,65647383,0,74.2,2,0
SYN0625,4-Lane Highway SPSR Nellore-625,highway,MORTH,Andhra Pradesh,SPSR Nellore,51.7,390,2019-10-18,2020-10-12,,completed,,,56141592,14344177,0,76.6,2,0
SYN0626,Dam & Reservoir Project 626,irrigation,State PWD,Karnataka,Vijayapura,121.6,463,2024-09-13,2027-05-01,2027-04-01,completed,N,0,7659973,7611715,0,61.2,6,0
SYN0627,State Highway Widening Bharuch Sec 627,highway,NHAI,Gujarat,Bharuch,13.7,93,2020-05-01,2021-11-22,2022-01-29,completed,Y,68,63108886,42112560,0,17.8,0,1
SYN0628,State Highway Widening Ahmedabad Sec 628,highway,NHAI,Gujarat,Ahmedabad,44.3,195,2018-12-19,2020-12-08,2021-05-29,completed,Y,172,48812327,18670715,1,57.3,1,1
SYN0629,4-Lane Highway Kurnool-629,highway,State PWD,Andhra Pradesh,Kurnool,119.2,231,2021-05-23,2023-10-10,2023-09-18,completed,N,0,20704123,19314876,0,100.0,5,0
SYN0630,Industrial Corridor Phase 630,industrial,GIDC,Madhya Pradesh,Sagar,121.0,156,2023-05-11,2024-09-02,,completed,,,206128356,51532089,4,90.3,6,4
SYN0631,Industrial Park Lucknow 631,industrial,GIDC,Uttar Pradesh,Lucknow,144.0,356,2021-05-24,2023-03-15,,completed,,,22117272,3494529,0,58.6,8,0
SYN0632,Freight Corridor Extension 632,railway,RVNL,Madhya Pradesh,Sagar,198.7,133,2020-08-23,2023-05-10,2023-05-11,completed,Y,1,32476289,16413516,0,57.4,0,3
SYN0633,Bypass Road Project 633 (Guntur),highway,State PWD,Andhra Pradesh,Guntur,70.2,234,2019-11-26,2022-03-15,2022-05-11,completed,Y,57,149382925,58991317,1,14.5,2,2
SYN0634,Freight Corridor Extension 634,railway,RVNL,Karnataka,Kalaburagi,148.6,581,2019-05-17,2022-07-30,2023-01-28,completed,Y,182,71078968,21608006,0,84.0,0,1
SYN0635,Canal Network Expansion 635,irrigation,State Irrigation Dept,Madhya Pradesh,Bhopal,214.9,244,2019-03-16,2021-01-04,,completed,,,109857641,24608112,0,86.7,5,0
SYN0636,Dam & Reservoir Project 636,irrigation,Central Water Commission,Andhra Pradesh,Chittoor,262.4,638,2020-11-01,2023-04-20,2023-06-09,completed,Y,50,154562824,114160102,2,44.7,2,2
SYN0637,State Highway Widening Nagpur Sec 637,highway,MORTH,Maharashtra,Nagpur,74.6,226,2020-03-09,2022-08-26,2022-08-08,completed,N,0,92692405,92692405,0,76.9,6,2
SYN0638,Irrigation Canal Jabalpur 638,irrigation,State PWD,Madhya Pradesh,Jabalpur,55.8,526,2024-04-07,2026-02-26,,completed,,,68050886,19666706,1,79.0,6,1
SYN0639,Industrial Park Bharuch 639,industrial,RIICO,Gujarat,Bharuch,147.1,231,2022-02-08,2024-06-27,2024-06-11,completed,N,0,49715871,40483634,0,75.6,3,2
SYN0640,Metro Extension 640 Udaipur,urban,BBMP,Rajasthan,Udaipur,22.9,109,2021-12-26,2023-02-19,2023-01-23,completed,N,0,49277209,38766380,0,60.8,3,1
SYN0641,Dam & Reservoir Project 641,irrigation,State Irrigation Dept,Uttar Pradesh,Bareilly,182.1,376,2023-01-07,2026-10-18,2028-07-05,completed,Y,626,54483264,40579135,0,42.1,2,0
SYN0642,4-Lane Highway Rewa-642,highway,NHAI,Madhya Pradesh,Rewa,112.0,341,2020-11-02,2023-04-21,,completed,,,76093570,1521871,3,87.1,8,3
SYN0643,Irrigation Canal Guntur 643,irrigation,State Irrigation Dept,Andhra Pradesh,Guntur,134.6,162,2022-12-05,2025-04-23,,completed,,,129308240,40447617,0,84.6,6,0
SYN0644,NH Extension Package 644,highway,MORTH,Uttar Pradesh,Jhansi,118.5,399,2020-11-28,2022-09-19,,completed,,,79869365,31300804,0,76.4,8,0
SYN0645,Dam & Reservoir Project 645,irrigation,State PWD,Telangana,Warangal,71.6,557,2023-05-03,2025-09-19,2025-08-24,completed,N,0,168382641,164341458,0,82.2,4,0
SYN0646,NH Extension Package 646,highway,MORTH,Madhya Pradesh,Morena,19.5,192,2022-08-03,2023-10-27,,completed,,,145036011,40276500,0,55.7,3,0
SYN0647,Dam & Reservoir Project 647,irrigation,Central Water Commission,Madhya Pradesh,Indore,103.5,428,2020-11-21,2023-05-10,,completed,,,39710787,13223692,2,92.1,3,2
SYN0648,Industrial Park Kota 648,industrial,MIDC,Rajasthan,Kota,85.5,445,2020-12-15,2022-08-07,2022-07-18,completed,N,0,281075152,281075152,0,100.0,6,0
SYN0649,Metro Rail Phase 649 Bareilly,railway,DFCCIL,Uttar Pradesh,Bareilly,163.0,142,2019-06-23,2023-06-02,2023-06-07,completed,Y,5,73293927,32703750,2,95.0,2,2
SYN0650,Lift Irrigation Scheme Gwalior-650,irrigation,State Irrigation Dept,Madhya Pradesh,Gwalior,214.9,684,2020-10-13,2025-09-17,2025-09-12,completed,N,0,87174514,69042215,0,100.0,2,0
SYN0651,Bypass Road Project 651 (Mangaluru),highway,NHAI,Karnataka,Mangaluru,75.3,385,2022-03-25,2023-03-20,2023-07-25,completed,Y,127,125943980,60024901,1,74.3,1,1
SYN0652,Irrigation Canal Jaipur 652,irrigation,State PWD,Rajasthan,Jaipur,23.1,564,2021-07-25,2024-06-09,,completed,,,63613639,3791373,0,68.7,6,0
SYN0653,4-Lane Highway Nashik-653,highway,MORTH,Maharashtra,Nashik,48.1,232,2024-01-03,2025-09-24,,completed,,,5122265,2236381,0,100.0,4,0
SYN0654,Rail Electrification Project Aurangabad-654,railway,Indian Railways,Maharashtra,Aurangabad,87.4,538,2018-12-08,2020-09-28,2021-05-25,completed,Y,239,169450431,61069935,1,63.5,2,2
SYN0655,Rail Electrification Project Jabalpur-655,railway,Indian Railways,Madhya Pradesh,Jabalpur,181.6,484,2019-06-25,2023-05-05,2024-07-14,completed,Y,436,110591484,21963469,0,10.0,0,2
SYN0656,Industrial Park Aurangabad 656,industrial,RIICO,Maharashtra,Aurangabad,184.6,380,2020-09-27,2021-09-22,2021-09-21,completed,N,0,100268291,78169160,0,87.4,7,2
SYN0657,Bypass Road Project 657 (Thane),highway,State PWD,Maharashtra,Thane,28.0,379,2023-08-02,2025-03-24,,completed,,,20432431,6086821,0,69.0,7,0
SYN0658,4-Lane Highway Ahmedabad-658,highway,NHAI,Gujarat,Ahmedabad,81.9,373,2019-10-17,2021-10-06,2021-09-27,completed,N,0,66622274,58427734,0,74.6,8,0
SYN0659,Manufacturing Hub 659 Ratlam,industrial,RIICO,Madhya Pradesh,Ratlam,52.2,267,2023-06-28,2025-11-14,,completed,,,165719293,34966771,0,74.4,4,0
SYN0660,Metro Extension 660 Kota,urban,JNURM,Rajasthan,Kota,24.1,32,2021-01-15,2022-03-11,2022-03-03,completed,N,0,45441741,35762650,0,59.2,2,3
SYN0661,Canal Network Expansion 661,irrigation,State Irrigation Dept,Maharashtra,Thane,116.8,77,2018-08-11,2021-08-25,2021-09-06,completed,Y,12,39170561,14434352,0,52.7,2,1
SYN0662,Freight Corridor Extension 662,railway,DFCCIL,Rajasthan,Bikaner,78.8,89,2024-12-27,2027-10-13,2027-09-23,completed,N,0,245618179,244586583,0,92.7,7,0
SYN0663,NH Extension Package 663,highway,State PWD,Rajasthan,Alwar,102.1,251,2019-12-09,2022-10-24,2022-10-06,completed,N,0,42841483,35674103,0,99.0,8,3
SYN0664,Manufacturing Hub 664 Karimnagar,industrial,KIADB,Telangana,Karimnagar,128.8,142,2019-07-09,2020-11-30,2021-07-12,completed,Y,224,174729461,123358999,0,57.4,1,1
SYN0665,State Highway Widening Mysuru Sec 665,highway,NHAI,Karnataka,Mysuru,88.3,265,2018-12-11,2020-07-03,2020-06-23,completed,N,0,83511399,60838054,0,84.9,4,0
SYN0666,Rail Electrification Project Tumkur-666,railway,Indian Railways,Karnataka,Tumkur,90.2,462,2024-12-16,2026-12-06,2026-11-06,completed,N,0,32796470,18038058,0,85.7,2,0
SYN0667,4-Lane Highway Mangaluru-667,highway,State PWD,Karnataka,Mangaluru,78.7,319,2021-11-15,2022-11-10,2022-11-10,completed,N,0,113951319,95502600,0,100.0,3,1
SYN0668,Rail Corridor Kolhapur Segment 668,railway,RVNL,Maharashtra,Kolhapur,52.2,212,2018-07-07,2020-06-26,,completed,,,295470986,129386745,1,79.5,4,1
SYN0669,Industrial Park Botad 669,industrial,RIICO,Gujarat,Botad,134.0,375,2024-06-21,2025-09-14,2025-09-02,completed,N,0,105537701,75332811,0,96.3,4,1
SYN0670,Manufacturing Hub 670 Gwalior,industrial,MIDC,Madhya Pradesh,Gwalior,143.0,100,2020-01-18,2021-11-08,,completed,,,268179612,107835022,1,79.5,7,1
SYN0671,NH Extension Package 671,highway,MORTH,Uttar Pradesh,Varanasi,37.5,321,2022-10-24,2024-11-12,,completed,,,104232644,29258103,0,81.0,6,0
SYN0672,Special Economic Zone Junagadh-672,industrial,KIADB,Gujarat,Junagadh,105.0,414,2024-03-15,2026-02-03,,completed,,,142635197,23549071,0,100.0,3,0
SYN0673,Canal Network Expansion 673,irrigation,Central Water Commission,Madhya Pradesh,Jabalpur,253.8,203,2019-03-15,2023-04-23,2024-02-19,completed,Y,302,18619243,8883241,1,24.7,2,2
SYN0674,BRTS Corridor Surat-674,urban,BBMP,Gujarat,Surat,27.6,26,2023-09-04,2025-05-26,,completed,,,83636614,42236490,1,92.1,8,1
SYN0675,Manufacturing Hub 675 Karimnagar,industrial,GIDC,Telangana,Karimnagar,124.4,455,2021-02-04,2022-05-30,,completed,,,84202317,11224169,2,89.1,3,2
SYN0676,Industrial Park Meerut 676,industrial,APIIC,Uttar Pradesh,Meerut,64.1,183,2023-12-03,2026-01-21,,completed,,,281893764,48006508,1,96.3,4,1
SYN0677,Lift Irrigation Scheme Nalgonda-677,irrigation,State PWD,Telangana,Nalgonda,284.3,202,2018-04-12,2022-09-18,2022-12-30,completed,Y,103,144050373,60630802,0,44.7,0,0
SYN0678,Dam & Reservoir Project 678,irrigation,Central Water Commission,Gujarat,Gandhinagar,118.8,560,2018-04-19,2021-05-03,2021-04-21,completed,N,0,98009995,98009995,0,58.4,7,0
SYN0679,Bypass Road Project 679 (Vijayapura),highway,State PWD,Karnataka,Vijayapura,63.2,224,2024-08-21,2026-01-13,,completed,,,142307497,25501503,1,92.8,3,1
SYN0680,Bypass Road Project 680 (Kurnool),highway,State PWD,Andhra Pradesh,Kurnool,96.1,298,2021-10-21,2022-10-16,,completed,,,112499790,25267453,2,84.9,7,2
SYN0681,4-Lane Highway Vijayapura-681,highway,NHAI,Karnataka,Vijayapura,97.8,258,2022-09-28,2025-08-13,2026-04-05,completed,Y,235,42130451,19283107,0,24.5,0,0
SYN0682,Lift Irrigation Scheme Gwalior-682,irrigation,State PWD,Madhya Pradesh,Gwalior,273.3,175,2022-05-03,2024-10-19,,completed,,,16868697,4687811,3,100.0,6,3
SYN0683,Metro Rail Phase 683 Prakasam,railway,Indian Railways,Andhra Pradesh,Prakasam,105.7,152,2024-11-03,2026-10-24,2027-06-30,completed,Y,249,151296894,32786037,0,43.9,2,0
SYN0684,Manufacturing Hub 684 Jhansi,industrial,KIADB,Uttar Pradesh,Jhansi,51.8,309,2018-05-25,2020-06-13,2020-08-17,completed,Y,65,265206263,120881015,1,79.6,1,1
SYN0685,Dam & Reservoir Project 685,irrigation,State PWD,Rajasthan,Sikar,33.7,482,2021-01-11,2025-02-19,2025-12-29,completed,Y,313,173095829,51236365,0,80.5,0,0
SYN0686,Industrial Park Kanpur 686,industrial,RIICO,Uttar Pradesh,Kanpur,57.9,394,2020-09-16,2021-12-10,2022-03-05,completed,Y,85,311231005,179269059,1,16.9,1,3
SYN0687,BRTS Corridor Morena-687,urban,BBMP,Madhya Pradesh,Morena,9.0,105,2019-05-16,2021-05-05,,completed,,,83776973,16638107,0,93.8,6,0
SYN0688,Rail Corridor Ahmedabad Segment 688,railway,DFCCIL,Gujarat,Ahmedabad,69.4,257,2021-06-21,2025-01-01,2025-08-26,completed,Y,237,95491098,32868036,1,67.6,1,1
SYN0689,Canal Network Expansion 689,irrigation,Central Water Commission,Uttar Pradesh,Kanpur,151.7,778,2024-05-04,2026-02-23,2026-01-24,completed,N,0,13969990,10914753,0,62.7,7,0
SYN0690,Rail Electrification Project Pali-690,railway,RVNL,Rajasthan,Pali,98.9,341,2018-02-02,2021-03-18,2022-01-31,completed,Y,319,227449600,70145457,1,85.8,0,1
SYN0691,Industrial Corridor Phase 691,industrial,MIDC,Rajasthan,Pali,120.2,468,2021-04-11,2023-09-28,2024-06-16,completed,Y,262,313398272,260590663,1,69.6,1,1
SYN0692,BRTS Corridor Jabalpur-692,urban,GHMC,Madhya Pradesh,Jabalpur,35.8,85,2021-04-15,2022-07-09,2022-07-05,completed,N,0,16323092,12697733,0,90.0,5,1
SYN0693,Industrial Corridor Phase 693,industrial,RIICO,Telangana,Sangareddy,117.0,194,2022-07-02,2024-10-19,,completed,,,261062061,60331442,0,62.7,6,0
SYN0694,Manufacturing Hub 694 Nanded,industrial,APIIC,Maharashtra,Nanded,69.8,281,2022-11-07,2024-01-01,,completed,,,397852878,130296818,0,93.0,3,0
SYN0695,Canal Network Expansion 695,irrigation,Central Water Commission,Karnataka,Tumkur,20.4,270,2018-07-19,2021-07-03,2021-08-24,completed,Y,52,171837053,26755029,2,37.7,1,2
SYN0696,Dam & Reservoir Project 696,irrigation,State Irrigation Dept,Uttar Pradesh,Jhansi,186.5,80,2019-03-07,2022-03-21,2024-03-16,completed,Y,726,191158816,74628402,0,70.4,2,0
SYN0697,4-Lane Highway Udaipur-697,highway,State PWD,Rajasthan,Udaipur,113.9,93,2019-04-25,2021-03-15,2021-03-16,completed,Y,1,69373107,32348680,3,22.2,0,3
SYN0698,Rail Electrification Project Rajkot-698,railway,Indian Railways,Gujarat,Rajkot,113.0,216,2022-02-03,2023-12-25,2024-07-09,completed,Y,197,151841444,28925795,1,34.6,1,1
SYN0699,Bypass Road Project 699 (Prakasam),highway,State PWD,Andhra Pradesh,Prakasam,56.2,81,2020-09-04,2022-10-24,2022-09-28,completed,N,0,14469312,14469312,0,74.7,3,0
SYN0700,Urban Flyover West Godavari 700,urban,BBMP,Andhra Pradesh,West Godavari,14.0,164,2020-12-21,2022-12-11,2022-12-07,completed,N,0,71031670,62742274,0,76.7,8,0
SYN0701,Bypass Road Project 701 (Bikaner),highway,MORTH,Rajasthan,Bikaner,26.7,372,2024-03-14,2025-08-06,2025-08-03,completed,N,0,119050733,114241083,0,83.9,5,1
SYN0702,Irrigation Canal Pali 702,irrigation,State Irrigation Dept,Rajasthan,Pali,263.5,457,2024-01-11,2025-08-03,,completed,,,78522170,7922887,0,71.4,3,0
SYN0703,Bypass Road Project 703 (Belagavi),highway,NHAI,Karnataka,Belagavi,69.0,98,2018-02-16,2020-04-06,,completed,,,122366642,51467410,3,82.1,4,3
SYN0704,NH Extension Package 704,highway,MORTH,Karnataka,Kalaburagi,24.3,103,2021-08-24,2024-02-10,2024-10-17,completed,Y,250,18744433,1911932,0,78.7,0,0
SYN0705,Bypass Road Project 705 (Thane),highway,State PWD,Maharashtra,Thane,93.6,97,2023-10-17,2026-02-03,2026-09-04,completed,Y,213,26057045,11553694,3,16.1,2,3
SYN0706,State Highway Widening Varanasi Sec 706,highway,NHAI,Uttar Pradesh,Varanasi,72.9,277,2023-01-27,2024-08-19,2024-12-02,completed,Y,105,131081247,91835522,0,51.3,1,0
SYN0707,Lift Irrigation Scheme Indore-707,irrigation,Central Water Commission,Madhya Pradesh,Indore,112.2,539,2023-09-11,2026-11-24,,possession,,,93981621,90391523,0,98.8,8,0
SYN0708,Irrigation Canal Chittoor 708,irrigation,State Irrigation Dept,Andhra Pradesh,Chittoor,49.3,769,2022-03-04,2024-10-19,,completed,,,175294814,33954605,2,97.0,2,2
SYN0709,Ring Road Project 709,urban,JNURM,Maharashtra,Kolhapur,19.0,173,2019-11-08,2021-08-29,2021-08-13,completed,N,0,54879296,50236508,0,68.5,3,2
SYN0710,Irrigation Canal Solapur 710,irrigation,State PWD,Maharashtra,Solapur,280.2,773,2023-03-21,2027-12-25,,rehabilitation,,,188727438,122182143,0,63.1,4,0
SYN0711,Bypass Road Project 711 (Gandhinagar),highway,State PWD,Gujarat,Gandhinagar,18.2,392,2021-08-11,2022-12-04,,completed,,,50182776,21729142,0,72.4,2,0
SYN0712,Bypass Road Project 712 (Vadodara),highway,NHAI,Gujarat,Vadodara,56.1,332,2024-03-25,2025-10-16,2025-10-14,completed,N,0,37814235,35647479,0,79.4,5,0
SYN0713,State Highway Widening Aurangabad Sec 713,highway,State PWD,Maharashtra,Aurangabad,44.2,82,2023-05-25,2025-03-15,2025-03-08,completed,N,0,100761108,86785542,0,89.4,7,0
SYN0714,Lift Irrigation Scheme Nagpur-714,irrigation,Central Water Commission,Maharashtra,Nagpur,181.7,766,2020-01-13,2022-10-29,2023-07-14,completed,Y,258,152899609,75884076,1,64.2,0,1
SYN0715,Industrial Corridor Phase 715,industrial,GIDC,Madhya Pradesh,Rewa,182.9,377,2023-02-28,2024-10-20,,completed,,,179465236,84546073,2,45.3,2,2
SYN0716,Bypass Road Project 716 (Jabalpur),highway,MORTH,Madhya Pradesh,Jabalpur,71.7,319,2019-10-14,2022-06-30,2022-10-28,completed,Y,120,139160248,36056420,1,73.3,2,7
SYN0717,Bypass Road Project 717 (Allahabad),highway,MORTH,Uttar Pradesh,Allahabad,58.4,265,2024-07-23,2027-06-08,2027-09-25,completed,Y,109,141328565,84740608,1,29.1,2,1
SYN0718,Urban Flyover Jhansi 718,urban,GHMC,Uttar Pradesh,Jhansi,37.0,84,2023-06-04,2024-07-28,,completed,,,69886111,1397722,2,100.0,4,2
SYN0719,Metro Rail Phase 719 Karimnagar,railway,DFCCIL,Telangana,Karimnagar,77.9,460,2024-03-07,2027-01-21,,legal_resolution,,,236480785,144418815,1,18.3,0,1
SYN0720,Rail Corridor Allahabad Segment 720,railway,DFCCIL,Uttar Pradesh,Allahabad,53.5,441,2023-02-21,2025-08-09,2025-07-25,completed,N,0,111672232,108076386,0,52.0,8,1
SYN0721,NH Extension Package 721,highway,NHAI,Maharashtra,Solapur,93.2,305,2019-10-10,2022-01-27,,completed,,,94678292,29255592,1,85.0,7,1
SYN0722,Lift Irrigation Scheme Gandhinagar-722,irrigation,State PWD,Gujarat,Gandhinagar,287.5,340,2022-06-13,2024-08-01,,completed,,,194295328,39267086,0,91.6,8,0
SYN0723,Bypass Road Project 723 (Thane),highway,NHAI,Maharashtra,Thane,99.3,104,2019-12-08,2021-06-30,,completed,,,40333629,18339701,0,84.7,8,0
SYN0724,Rail Electrification Project Bareilly-724,railway,Indian Railways,Uttar Pradesh,Bareilly,85.5,319,2023-10-13,2027-02-24,2028-02-06,completed,Y,347,278396691,140952245,0,79.8,2,2
SYN0725,State Highway Widening Mathura Sec 725,highway,MORTH,Uttar Pradesh,Mathura,100.9,146,2018-09-23,2020-12-11,2020-11-21,completed,N,0,146591487,134409734,0,72.4,4,0
SYN0726,Canal Network Expansion 726,irrigation,Central Water Commission,Telangana,Adilabad,174.6,612,2021-10-14,2023-08-05,,completed,,,179689118,3593782,0,85.4,2,0
SYN0727,Lift Irrigation Scheme Anantapur-727,irrigation,Central Water Commission,Andhra Pradesh,Anantapur,283.7,445,2023-01-23,2027-08-30,2028-09-04,completed,Y,371,109987162,42916991,2,39.1,2,2
SYN0728,BRTS Corridor Nanded-728,urban,JNURM,Maharashtra,Nanded,7.7,38,2024-01-20,2024-11-15,,completed,,,55328338,12172234,0,57.8,3,0
SYN0729,Metro Extension 729 Nashik,urban,HMDA,Maharashtra,Nashik,35.6,195,2023-02-11,2024-01-07,2023-12-16,completed,N,0,50068718,46253482,0,74.2,4,0
SYN0730,Rail Corridor Gandhinagar Segment 730,railway,DFCCIL,Gujarat,Gandhinagar,81.1,146,2019-05-13,2021-05-02,2021-08-26,completed,Y,116,185786234,103352882,2,54.2,0,4
SYN0731,Bypass Road Project 731 (Hyderabad),highway,State PWD,Telangana,Hyderabad,115.1,126,2020-01-26,2022-07-14,2023-04-27,completed,Y,287,82606029,47762806,1,53.6,2,3
